split,row_index,true_label,true_class,sample_category,is_clean,is_strict_clean,jaccard_layer_1,overlap_k_layer_1,routing_divergence_layer_1,jaccard_layer_2,overlap_k_layer_2,routing_divergence_layer_2,jaccard_layer_3,overlap_k_layer_3,routing_divergence_layer_3,jaccard_layer_4,overlap_k_layer_4,routing_divergence_layer_4,jaccard_layer_5,overlap_k_layer_5,routing_divergence_layer_5
public,70,0,Angry,V21_CORRECT_V22_WRONG,True,True,0.4333072304725647,0.5603741407394409,0.5666927695274353,0.4092223644256592,0.5601615309715271,0.5907776355743408,0.2969411313533783,0.42240646481513977,0.7030588686466217,0.21378394961357117,0.3282312750816345,0.7862160503864288,0.3378361463546753,0.49277210235595703,0.6621638536453247
public,79,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.3119230270385742,0.41921767592430115,0.6880769729614258,0.3560214340686798,0.4904336631298065,0.6439785659313202,0.2772811949253082,0.419642835855484,0.7227188050746918,0.2466588318347931,0.3756377398967743,0.7533411681652069,0.33996763825416565,0.4960317611694336,0.6600323617458344
public,122,0,Angry,V22_CORRECT_V21_WRONG,True,False,0.33139270544052124,0.4693877398967743,0.6686072945594788,0.3358888030052185,0.4842686951160431,0.6641111969947815,0.2997347116470337,0.43346086144447327,0.7002652883529663,0.30886977910995483,0.45429420471191406,0.6911302208900452,0.343624085187912,0.5024093389511108,0.656375914812088
public,130,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.4246116876602173,0.5403911471366882,0.5753883123397827,0.3230224549770355,0.47576528787612915,0.6769775450229645,0.2434132844209671,0.3684098422527313,0.7565867155790329,0.2576625645160675,0.3890306055545807,0.7423374354839325,0.35372331738471985,0.5151644349098206,0.6462766826152802
public,132,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.3012715280056,0.4128401279449463,0.6987284719944,0.3173174560070038,0.46917515993118286,0.6826825439929962,0.21443885564804077,0.32759353518486023,0.7855611443519592,0.2572583258152008,0.3913690447807312,0.7427416741847992,0.3997279405593872,0.5551304221153259,0.6002720594406128
public,137,6,Neutral,V22_CORRECT_V21_WRONG,True,True,0.47271528840065,0.5973639488220215,0.52728471159935,0.29782405495643616,0.4366496503353119,0.7021759450435638,0.3041265308856964,0.4434523582458496,0.6958734691143036,0.31784766912460327,0.46471086144447327,0.6821523308753967,0.30402761697769165,0.45677438378334045,0.6959723830223083
public,140,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.41549786925315857,0.5425170063972473,0.5845021307468414,0.4990164637565613,0.6481717824935913,0.5009835362434387,0.2401014268398285,0.3639455735683441,0.7598985731601715,0.23081092536449432,0.3526785671710968,0.7691890746355057,0.39745062589645386,0.5579648613929749,0.6025493741035461
public,145,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.39537546038627625,0.5195578336715698,0.6046245396137238,0.4434581995010376,0.5948129296302795,0.5565418004989624,0.34209904074668884,0.4785288870334625,0.6579009592533112,0.3169027864933014,0.46109694242477417,0.6830972135066986,0.3529740869998932,0.5001417994499207,0.6470259130001068
public,156,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.35410428047180176,0.4804421663284302,0.6458957195281982,0.3026726543903351,0.45429420471191406,0.6973273456096649,0.2795977294445038,0.4092261791229248,0.7204022705554962,0.28499773144721985,0.41709181666374207,0.7150022685527802,0.31804129481315613,0.46754539012908936,0.6819587051868439
public,160,0,Angry,V21_CORRECT_V22_WRONG,True,True,0.4104263186454773,0.534013569355011,0.5895736813545227,0.335141122341156,0.4738520383834839,0.664858877658844,0.2900971472263336,0.4313350319862366,0.7099028527736664,0.28784048557281494,0.41857993602752686,0.7121595144271851,0.3518511652946472,0.5116212964057922,0.6481488347053528
public,167,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.4494558274745941,0.5688775181770325,0.5505441725254059,0.33622634410858154,0.48171767592430115,0.6637736558914185,0.36841967701911926,0.4925595223903656,0.6315803229808807,0.2270403504371643,0.35756802558898926,0.7729596495628357,0.3179844915866852,0.4703798294067383,0.6820155084133148
public,185,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.3209787905216217,0.4506802558898926,0.6790212094783783,0.3375937342643738,0.4747023582458496,0.6624062657356262,0.34566307067871094,0.4970237910747528,0.6543369293212891,0.2930726706981659,0.43494898080825806,0.7069273293018341,0.4058102071285248,0.5634921193122864,0.5941897928714752
public,200,3,Happy,V21_CORRECT_V22_WRONG,True,True,0.4615570902824402,0.5977891087532043,0.5384429097175598,0.3831467926502228,0.5344387888908386,0.6168532073497772,0.28460657596588135,0.41560372710227966,0.7153934240341187,0.3543263077735901,0.5076530575752258,0.6456736922264099,0.3351787030696869,0.4902210831642151,0.6648212969303131
public,208,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.31318432092666626,0.4353741407394409,0.6868156790733337,0.36523327231407166,0.5159438848495483,0.6347667276859283,0.30344676971435547,0.43877550959587097,0.6965532302856445,0.29066914319992065,0.42878401279449463,0.7093308568000793,0.3622204065322876,0.5208333134651184,0.6377795934677124
public,223,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.32801973819732666,0.4655612111091614,0.6719802618026733,0.35637611150741577,0.5089285373687744,0.6436238884925842,0.4279197156429291,0.5695152878761292,0.5720802843570709,0.23787029087543488,0.35522958636283875,0.7621297091245651,0.3762604594230652,0.5294784903526306,0.6237395405769348
public,224,0,Angry,V21_CORRECT_V22_WRONG,True,True,0.3469911217689514,0.4744897782802582,0.6530088782310486,0.32568788528442383,0.4717261791229248,0.6743121147155762,0.24821342527866364,0.38499149680137634,0.7517865747213364,0.24149088561534882,0.3639455735683441,0.7585091143846512,0.3742334246635437,0.5342970490455627,0.6257665753364563
public,234,3,Happy,V21_CORRECT_V22_WRONG,True,True,0.37390026450157166,0.5140305757522583,0.6260997354984283,0.43869537115097046,0.593962550163269,0.5613046288490295,0.30847659707069397,0.4511054456233978,0.691523402929306,0.29870301485061646,0.43707481026649475,0.7012969851493835,0.36069563031196594,0.5191326141357422,0.6393043696880341
public,237,0,Angry,V21_CORRECT_V22_WRONG,True,True,0.3665763735771179,0.48171767592430115,0.6334236264228821,0.40543827414512634,0.5561224222183228,0.5945617258548737,0.28747332096099854,0.4226190447807312,0.7125266790390015,0.25309762358665466,0.3818027079105377,0.7469023764133453,0.38280874490737915,0.5375567078590393,0.6171912550926208
public,253,3,Happy,V22_CORRECT_V21_WRONG,True,True,0.37447217106819153,0.5106292366981506,0.6255278289318085,0.39373674988746643,0.5452805757522583,0.6062632501125336,0.32763680815696716,0.47661563754081726,0.6723631918430328,0.2613654136657715,0.3875425159931183,0.7386345863342285,0.297118604183197,0.4383503198623657,0.702881395816803
public,255,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.39958810806274414,0.5208333134651184,0.6004118919372559,0.2542966306209564,0.3869047462940216,0.7457033693790436,0.29109641909599304,0.41921767592430115,0.708903580904007,0.29506930708885193,0.431547611951828,0.7049306929111481,0.3284838795661926,0.48455217480659485,0.6715161204338074
public,271,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.3895125985145569,0.5225340127944946,0.6104874014854431,0.30866608023643494,0.45344385504722595,0.6913339197635651,0.25850245356559753,0.38562923669815063,0.7414975464344025,0.23474447429180145,0.3565050959587097,0.7652555257081985,0.3529717028141022,0.5110543966293335,0.6470282971858978
public,276,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.3010897934436798,0.42517006397247314,0.6989102065563202,0.3097621202468872,0.4589710831642151,0.6902378797531128,0.3308071792125702,0.47810372710227966,0.6691928207874298,0.26247379183769226,0.3988095223903656,0.7375262081623077,0.34273403882980347,0.49447277188301086,0.6572659611701965
public,277,5,Surprise,V21_CORRECT_V22_WRONG,True,True,0.35709884762763977,0.4761904776096344,0.6429011523723602,0.3506484031677246,0.49872449040412903,0.6493515968322754,0.2171202450990677,0.3407737910747528,0.7828797549009323,0.2228243499994278,0.34375,0.7771756500005722,0.3891466557979584,0.5491780042648315,0.6108533442020416
public,279,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.37544670701026917,0.49277210235595703,0.6245532929897308,0.34953755140304565,0.49893707036972046,0.6504624485969543,0.25717654824256897,0.3892431855201721,0.742823451757431,0.2332460582256317,0.36203229427337646,0.7667539417743683,0.36178678274154663,0.5177154541015625,0.6382132172584534
public,286,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.3330267369747162,0.4566326439380646,0.6669732630252838,0.2432214617729187,0.37244898080825806,0.7567785382270813,0.2517913579940796,0.3794642686843872,0.7482086420059204,0.3025067448616028,0.4428146183490753,0.6974932551383972,0.40800905227661133,0.5715702772140503,0.5919909477233887
public,288,6,Neutral,V22_CORRECT_V21_WRONG,True,True,0.3557157814502716,0.4931972622871399,0.6442842185497284,0.31962311267852783,0.4657737910747528,0.6803768873214722,0.26600050926208496,0.3905186951160431,0.733999490737915,0.15748310089111328,0.25871598720550537,0.8425168991088867,0.3458214998245239,0.502267599105835,0.6541785001754761
public,296,2,Fear,V21_CORRECT_V22_WRONG,True,True,0.43564459681510925,0.5565475821495056,0.5643554031848907,0.32688459753990173,0.4664115607738495,0.6731154024600983,0.2759402394294739,0.40880101919174194,0.7240597605705261,0.24213629961013794,0.36734694242477417,0.7578637003898621,0.314595490694046,0.46584469079971313,0.685404509305954
public,302,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.4214330017566681,0.557823121547699,0.5785669982433319,0.3505416512489319,0.4963860511779785,0.6494583487510681,0.2808723747730255,0.4279336631298065,0.7191276252269745,0.2726746201515198,0.40433672070503235,0.7273253798484802,0.3495451807975769,0.5048186182975769,0.6504548192024231
public,313,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.46758949756622314,0.605867326259613,0.5324105024337769,0.38421136140823364,0.5380527377128601,0.6157886385917664,0.3281233310699463,0.46832481026649475,0.6718766689300537,0.2972062826156616,0.4336734712123871,0.7027937173843384,0.30220234394073486,0.45479026436805725,0.6977976560592651
public,318,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.4068758487701416,0.5335884094238281,0.5931241512298584,0.37464022636413574,0.5250850319862366,0.6253597736358643,0.23666292428970337,0.3688350319862366,0.7633370757102966,0.34357109665870667,0.4919217526912689,0.6564289033412933,0.3928075134754181,0.5487528443336487,0.6071924865245819
public,324,0,Angry,V21_CORRECT_V22_WRONG,True,True,0.37583595514297485,0.5102040767669678,0.6241640448570251,0.3958570063114166,0.5420918464660645,0.6041429936885834,0.2523654103279114,0.3809523582458496,0.7476345896720886,0.2150983214378357,0.3309949040412903,0.7849016785621643,0.39435213804244995,0.5547052621841431,0.60564786195755
public,329,5,Surprise,V21_CORRECT_V22_WRONG,True,True,0.387967586517334,0.5102040767669678,0.612032413482666,0.3155005872249603,0.4538690447807312,0.6844994127750397,0.1904907077550888,0.3012329936027527,0.8095092922449112,0.24980857968330383,0.37308672070503235,0.7501914203166962,0.3530745208263397,0.5092120170593262,0.6469254791736603
public,331,3,Happy,V22_CORRECT_V21_WRONG,True,True,0.37391138076782227,0.504676878452301,0.6260886192321777,0.27720797061920166,0.4175170063972473,0.7227920293807983,0.24148213863372803,0.37372449040412903,0.758517861366272,0.29062896966934204,0.42283162474632263,0.709371030330658,0.37201040983200073,0.5300453901290894,0.6279895901679993
public,336,5,Surprise,V22_CORRECT_V21_WRONG,True,True,0.42971837520599365,0.5667517185211182,0.5702816247940063,0.35852089524269104,0.5123299360275269,0.641479104757309,0.2921825647354126,0.43494898080825806,0.7078174352645874,0.1967579871416092,0.3107993006706238,0.8032420128583908,0.30368706583976746,0.45649096369743347,0.6963129341602325
public,343,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.42576995491981506,0.5527210831642151,0.5742300450801849,0.2734852135181427,0.41326528787612915,0.7265147864818573,0.23916105926036835,0.36798468232154846,0.7608389407396317,0.24687255918979645,0.37521257996559143,0.7531274408102036,0.3881579339504242,0.5449263453483582,0.6118420660495758
public,344,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.3449602723121643,0.47066324949264526,0.6550397276878357,0.2883314788341522,0.431547611951828,0.7116685211658478,0.21956877410411835,0.32865646481513977,0.7804312258958817,0.22538051009178162,0.3356717526912689,0.7746194899082184,0.36354461312294006,0.5113378763198853,0.6364553868770599
public,345,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.4302747845649719,0.5676020383834839,0.5697252154350281,0.29006803035736084,0.4292091727256775,0.7099319696426392,0.2240268439054489,0.3416241407394409,0.7759731560945511,0.33263444900512695,0.47661563754081726,0.667365550994873,0.3672909438610077,0.5274943709373474,0.6327090561389923
public,346,6,Neutral,V22_CORRECT_V21_WRONG,True,True,0.4173322319984436,0.5357142686843872,0.5826677680015564,0.291559636592865,0.4292091727256775,0.708440363407135,0.2738575339317322,0.40731292963027954,0.7261424660682678,0.27881166338920593,0.4160289168357849,0.7211883366107941,0.3317175805568695,0.4871031939983368,0.6682824194431305
public,349,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.3707757890224457,0.4991496503353119,0.6292242109775543,0.33362022042274475,0.4863945543766022,0.6663797795772552,0.3300703465938568,0.4717261791229248,0.6699296534061432,0.26622143387794495,0.39009353518486023,0.733778566122055,0.3139041066169739,0.4642857015132904,0.6860958933830261
public,350,6,Neutral,V22_CORRECT_V21_WRONG,True,True,0.3845883905887604,0.5068027377128601,0.6154116094112396,0.41404610872268677,0.5667517185211182,0.5859538912773132,0.322785884141922,0.44897958636283875,0.677214115858078,0.32879042625427246,0.4598214328289032,0.6712095737457275,0.3544021546840668,0.5114795565605164,0.6455978453159332
public,354,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.34962135553359985,0.4791666567325592,0.6503786444664001,0.3266705870628357,0.4723639488220215,0.6733294129371643,0.20143680274486542,0.31420066952705383,0.7985631972551346,0.25271520018577576,0.38796767592430115,0.7472847998142242,0.34144914150238037,0.49872449040412903,0.6585508584976196
public,361,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.36132386326789856,0.49447277188301086,0.6386761367321014,0.41277068853378296,0.565263569355011,0.587229311466217,0.28278088569641113,0.4198554456233978,0.7172191143035889,0.25454914569854736,0.3928571343421936,0.7454508543014526,0.3928479552268982,0.5534297227859497,0.6071520447731018
public,363,6,Neutral,V22_CORRECT_V21_WRONG,True,True,0.3901103436946869,0.5323129296302795,0.6098896563053131,0.3471875786781311,0.4919217526912689,0.6528124213218689,0.24969707429409027,0.3722364008426666,0.7503029257059097,0.3004482090473175,0.4330357015132904,0.6995517909526825,0.3974778354167938,0.5463435053825378,0.6025221645832062
public,368,2,Fear,V21_CORRECT_V22_WRONG,True,True,0.2935869097709656,0.4056122303009033,0.7064130902290344,0.3351191282272339,0.4874574840068817,0.6648808717727661,0.2229592353105545,0.3465135991573334,0.7770407646894455,0.22733618319034576,0.35586732625961304,0.7726638168096542,0.34069424867630005,0.49518144130706787,0.6593057513237
public,372,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.3092561960220337,0.4353741407394409,0.6907438039779663,0.2697986662387848,0.40667515993118286,0.7302013337612152,0.22703294456005096,0.35905611515045166,0.772967055439949,0.2552870213985443,0.3801020383834839,0.7447129786014557,0.356647789478302,0.5161564350128174,0.643352210521698
public,389,1,Disgust,V22_CORRECT_V21_WRONG,True,False,0.36729559302330017,0.4948979616165161,0.6327044069766998,0.34019747376441956,0.49234694242477417,0.6598025262355804,0.2591683864593506,0.39306971430778503,0.7408316135406494,0.20587165653705597,0.3297193944454193,0.794128343462944,0.35760360956192017,0.5147392749786377,0.6423963904380798
public,410,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.3897969126701355,0.5267857313156128,0.6102030873298645,0.4428015351295471,0.5971513390541077,0.5571984648704529,0.36444199085235596,0.5112670063972473,0.635558009147644,0.26948311924934387,0.4039115607738495,0.7305168807506561,0.31708458065986633,0.46952947974205017,0.6829154193401337
public,416,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.32439520955085754,0.4562074840068817,0.6756047904491425,0.3150346875190735,0.45642006397247314,0.6849653124809265,0.32547181844711304,0.47130101919174194,0.674528181552887,0.2354610711336136,0.36267006397247314,0.7645389288663864,0.36691027879714966,0.5249433517456055,0.6330897212028503
public,429,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.3506220281124115,0.4842686951160431,0.6493779718875885,0.29326412081718445,0.4343112111091614,0.7067358791828156,0.33996260166168213,0.48490646481513977,0.6600373983383179,0.25441408157348633,0.37244898080825806,0.7455859184265137,0.3550513684749603,0.5124716758728027,0.6449486315250397
public,430,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.3611016273498535,0.4851190447807312,0.6388983726501465,0.3399062752723694,0.4800170063972473,0.6600937247276306,0.28616660833358765,0.4158163070678711,0.7138333916664124,0.27906128764152527,0.39902210235595703,0.7209387123584747,0.3364282250404358,0.4873866140842438,0.6635717749595642
public,434,3,Happy,V21_CORRECT_V22_WRONG,True,True,0.39056846499443054,0.5123299360275269,0.6094315350055695,0.3006151616573334,0.4447278678417206,0.6993848383426666,0.25928986072540283,0.39753401279449463,0.7407101392745972,0.32413965463638306,0.4798044264316559,0.6758603453636169,0.3520427346229553,0.5094954967498779,0.6479572653770447
public,435,6,Neutral,V22_CORRECT_V21_WRONG,True,True,0.35131052136421204,0.47789114713668823,0.648689478635788,0.41706520318984985,0.5690901279449463,0.5829347968101501,0.2775164246559143,0.42304420471191406,0.7224835753440857,0.31124481558799744,0.45578229427337646,0.6887551844120026,0.35568365454673767,0.5045351982116699,0.6443163454532623
public,440,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.42540180683135986,0.5352891087532043,0.5745981931686401,0.3912166357040405,0.5380527377128601,0.6087833642959595,0.2568788528442383,0.3892431855201721,0.7431211471557617,0.22683845460414886,0.35671767592430115,0.7731615453958511,0.4213753640651703,0.5719954967498779,0.5786246359348297
public,445,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.34275174140930176,0.47363945841789246,0.6572482585906982,0.41492894291877747,0.5716411471366882,0.5850710570812225,0.2426806092262268,0.36713433265686035,0.7573193907737732,0.21970732510089874,0.3326955735683441,0.7802926748991013,0.3607846796512604,0.5028344988822937,0.6392153203487396
public,453,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.37836024165153503,0.495323121547699,0.621639758348465,0.36256471276283264,0.5021258592605591,0.6374352872371674,0.19838690757751465,0.31356292963027954,0.8016130924224854,0.2709190547466278,0.4041241407394409,0.7290809452533722,0.38716092705726624,0.552862823009491,0.6128390729427338
public,454,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.3319292962551117,0.44387754797935486,0.6680707037448883,0.3013862073421478,0.4449404776096344,0.6986137926578522,0.23075678944587708,0.3616071343421936,0.7692432105541229,0.2497604489326477,0.38499149680137634,0.7502395510673523,0.3608778119087219,0.5231009125709534,0.6391221880912781
public,465,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.3155061900615692,0.4404761791229248,0.6844938099384308,0.37797799706459045,0.5242347121238708,0.6220220029354095,0.21058571338653564,0.3235544264316559,0.7894142866134644,0.2720489501953125,0.4047619104385376,0.7279510498046875,0.3250192701816559,0.48044222593307495,0.6749807298183441
public,477,6,Neutral,V22_CORRECT_V21_WRONG,True,True,0.37886399030685425,0.5161564350128174,0.6211360096931458,0.3328673839569092,0.48384353518486023,0.6671326160430908,0.27987635135650635,0.40667515993118286,0.7201236486434937,0.2602718770503998,0.39902210235595703,0.7397281229496002,0.38206714391708374,0.540107786655426,0.6179328560829163
public,478,2,Fear,V22_CORRECT_V21_WRONG,True,True,0.3054506480693817,0.426870733499527,0.6945493519306183,0.38432222604751587,0.5378401279449463,0.6156777739524841,0.28940293192863464,0.42878401279449463,0.7105970680713654,0.2427949160337448,0.3639455735683441,0.7572050839662552,0.4462226629257202,0.5963718891143799,0.5537773370742798
public,481,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.3097818195819855,0.4404761791229248,0.6902181804180145,0.3697196841239929,0.5210459232330322,0.6302803158760071,0.4012373089790344,0.5352891087532043,0.5987626910209656,0.26883864402770996,0.4047619104385376,0.73116135597229,0.328706294298172,0.4822845757007599,0.671293705701828
public,495,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.3079257905483246,0.42899659276008606,0.6920742094516754,0.32701700925827026,0.47215133905410767,0.6729829907417297,0.3298454284667969,0.4776785671710968,0.6701545715332031,0.1935378760099411,0.3146258294582367,0.8064621239900589,0.37890225648880005,0.5378401279449463,0.6210977435112
public,500,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.3934408128261566,0.5161564350128174,0.6065591871738434,0.4065215289592743,0.5616496205329895,0.5934784710407257,0.3717372417449951,0.521896243095398,0.6282627582550049,0.3131846785545349,0.45408162474632263,0.6868153214454651,0.4030378460884094,0.5590986609458923,0.5969621539115906
public,505,3,Happy,V22_CORRECT_V21_WRONG,True,True,0.3155355155467987,0.4413265287876129,0.6844644844532013,0.3014470338821411,0.4502550959587097,0.6985529661178589,0.23883669078350067,0.3594812750816345,0.7611633092164993,0.2638661563396454,0.4068877398967743,0.7361338436603546,0.3496609032154083,0.4975907504558563,0.6503390967845917
public,508,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.4252554178237915,0.5544217824935913,0.5747445821762085,0.3923262059688568,0.5365645885467529,0.6076737940311432,0.2655828297138214,0.4011479616165161,0.7344171702861786,0.2344493716955185,0.3613945543766022,0.7655506283044815,0.3330954313278198,0.48469385504722595,0.6669045686721802
public,513,5,Surprise,V22_CORRECT_V21_WRONG,True,True,0.388248473405838,0.5272108912467957,0.611751526594162,0.3635118305683136,0.5125424861907959,0.6364881694316864,0.2858581840991974,0.426870733499527,0.7141418159008026,0.31666943430900574,0.46024659276008606,0.6833305656909943,0.4083830416202545,0.5663264989852905,0.5916169583797455
public,520,3,Happy,V22_CORRECT_V21_WRONG,True,True,0.3344479501247406,0.4672618806362152,0.6655520498752594,0.3710627555847168,0.5244472622871399,0.6289372444152832,0.3569675385951996,0.5017006993293762,0.6430324614048004,0.301348477602005,0.44005101919174194,0.698651522397995,0.3464289605617523,0.5062358379364014,0.6535710394382477
public,528,4,Sad,V21_CORRECT_V22_WRONG,True,True,0.35603415966033936,0.4872448742389679,0.6439658403396606,0.3269476592540741,0.4732142686843872,0.6730523407459259,0.22450782358646393,0.35140305757522583,0.7754921764135361,0.31005367636680603,0.45131802558898926,0.689946323633194,0.34392955899238586,0.49461451172828674,0.6560704410076141
public,533,5,Surprise,V21_CORRECT_V22_WRONG,True,True,0.3592691719532013,0.4859693646430969,0.6407308280467987,0.356871098279953,0.49511054158210754,0.643128901720047,0.30801090598106384,0.45578229427337646,0.6919890940189362,0.20065748691558838,0.3178146183490753,0.7993425130844116,0.3298697769641876,0.4871031939983368,0.6701302230358124
public,537,6,Neutral,V21_CORRECT_V22_WRONG,True,True,0.442561537027359,0.5659013390541077,0.557438462972641,0.3365996479988098,0.47937923669815063,0.6634003520011902,0.2743799090385437,0.4105016887187958,0.7256200909614563,0.34504184126853943,0.49298468232154846,0.6549581587314606,0.3475508987903595,0.506944477558136,0.6524491012096405
public,541,6,Neutral,V21_CORRECT_V22_WRONG,True,False,0.3576807975769043,0.48681971430778503,0.6423192024230957,0.48250603675842285,0.6215986013412476,0.5174939632415771,0.2380412071943283,0.3511904776096344,0.7619587928056717,0.24747100472450256,0.3741496503353119,0.7525289952754974,0.41871196031570435,0.5753968358039856,0.5812880396842957
public,550,0,Angry,V22_CORRECT_V21_WRONG,True,True,0.3425377905368805,0.4625850319862366,0.6574622094631195,0.3630034923553467,0.4982993006706238,0.6369965076446533,0.28512701392173767,0.4247449040412903,0.7148729860782623,0.2778864800930023,0.4143282175064087,0.7221135199069977,0.3814751207828522,0.538690447807312,0.6185248792171478
public,555,4,Sad,V22_CORRECT_V21_WRONG,True,True,0.3744579553604126,0.5034013390541077,0.6255420446395874,0.3172811269760132,0.462797611951828,0.6827188730239868,0.25765323638916016,0.3735119104385376,0.7423467636108398,0.23938265442848206,0.3616071343421936,0.7606173455715179,0.4071691036224365,0.5632086396217346,0.5928308963775635
