direction,sample_category,split,row_index,true_label,true_class,is_clean,is_strict_clean,f00_pred,f00_correct,f00_margin,f01_pred,f01_correct,f01_margin,f10_pred,f10_correct,f10_margin,f11_pred,f11_correct,f11_margin,cos_same_node_diff_readout,cos_diff_node_same_readout
dir_A,V21_CORRECT_V22_WRONG,public,276,4,Sad,True,True,2,False,-1.4632166624069214,4,True,2.954606056213379,4,True,0.5084125995635986,4,True,3.458638906478882,0.4850967824459076,0.6901392936706543
dir_A,V21_CORRECT_V22_WRONG,public,277,5,Surprise,True,True,2,False,-0.9566764831542969,2,False,-1.8297410011291504,5,True,4.333273410797119,5,True,4.624977111816406,0.668897271156311,0.4040316641330719
dir_A,V21_CORRECT_V22_WRONG,public,279,6,Neutral,True,True,4,False,-1.7882766723632812,4,False,-1.9920574426651,2,False,-0.12691330909729004,6,True,0.7829477787017822,0.665057897567749,0.700759768486023
dir_A,V21_CORRECT_V22_WRONG,public,296,2,Fear,True,True,4,False,-0.11901414394378662,4,False,-1.020451307296753,2,True,1.9437428712844849,2,True,0.47084474563598633,0.5404915809631348,0.47970518469810486
dir_A,V21_CORRECT_V22_WRONG,public,313,6,Neutral,True,True,3,False,-1.4246411323547363,3,False,-2.4326984882354736,4,False,-1.5640918016433716,6,True,0.38909971714019775,0.35182636976242065,0.48023802042007446
dir_A,V21_CORRECT_V22_WRONG,public,324,0,Angry,True,True,2,False,-3.804419994354248,4,False,-2.685898780822754,0,True,3.9552690982818604,0,True,3.465471029281616,0.45570361614227295,0.12438659369945526
dir_A,V21_CORRECT_V22_WRONG,public,329,5,Surprise,True,True,2,False,-2.074265241622925,2,False,-0.6335693597793579,5,True,3.3152658939361572,5,True,3.329538583755493,0.7315144538879395,0.7278345823287964
dir_A,V21_CORRECT_V22_WRONG,public,345,6,Neutral,True,True,4,False,-1.0316851139068604,4,False,-1.4118709564208984,6,True,3.2760374546051025,6,True,2.544908285140991,0.689858078956604,0.3994983434677124
dir_A,V21_CORRECT_V22_WRONG,public,368,2,Fear,True,True,4,False,-0.3685044050216675,2,True,0.17984843254089355,2,True,2.3442094326019287,2,True,0.6545825004577637,0.48812657594680786,0.5153645277023315
dir_A,V21_CORRECT_V22_WRONG,public,372,4,Sad,True,True,3,False,-2.089510440826416,4,True,0.3357619047164917,4,True,2.4845054149627686,4,True,3.349390745162964,0.619009792804718,0.40037551522254944
dir_A,V21_CORRECT_V22_WRONG,public,416,6,Neutral,True,True,4,False,-0.31244969367980957,6,True,0.49338722229003906,6,True,2.478480339050293,6,True,2.8955588340759277,0.7214288711547852,0.6778420209884644
dir_A,V21_CORRECT_V22_WRONG,public,429,4,Sad,True,True,6,False,-3.9149703979492188,6,False,-2.275036334991455,4,True,2.5156807899475098,0,False,-0.23867273330688477,0.4806535243988037,0.6318531632423401
dir_A,V21_CORRECT_V22_WRONG,public,434,3,Happy,True,True,6,False,-0.4392738342285156,3,True,1.0751979351043701,3,True,0.03582501411437988,3,True,0.8023726940155029,0.697563648223877,0.8367624282836914
dir_A,V21_CORRECT_V22_WRONG,public,453,4,Sad,True,True,0,False,-1.8562121391296387,2,False,-0.490763783454895,4,True,1.8291734457015991,4,True,1.0081911087036133,0.6456588506698608,0.6251156330108643
dir_A,V21_CORRECT_V22_WRONG,public,481,6,Neutral,True,True,0,False,-1.1877373456954956,0,False,-3.953361749649048,6,True,3.42063570022583,6,True,3.5781900882720947,0.6839232444763184,0.3213319182395935
dir_A,V21_CORRECT_V22_WRONG,public,495,4,Sad,True,True,2,False,-0.5993204116821289,4,True,0.5002448558807373,4,True,0.9407528638839722,4,True,0.57275390625,0.6129742860794067,0.8025825023651123
dir_A,V21_CORRECT_V22_WRONG,public,500,6,Neutral,True,True,3,False,-0.869270920753479,3,False,-2.4267358779907227,6,True,2.2890706062316895,6,True,2.9257001876831055,0.6672946810722351,0.2793433666229248
dir_A,V21_CORRECT_V22_WRONG,public,528,4,Sad,True,True,0,False,-2.963139772415161,0,False,-1.0930442810058594,4,True,1.5602667331695557,4,True,3.2782225608825684,0.670661211013794,0.4845142066478729
dir_A,V21_CORRECT_V22_WRONG,public,533,5,Surprise,True,True,2,False,-0.6139459609985352,5,True,0.7241477966308594,5,True,4.304741382598877,5,True,3.7506816387176514,0.6762164831161499,0.6325505971908569
dir_A,V21_CORRECT_V22_WRONG,public,537,6,Neutral,True,True,3,False,-2.367931365966797,3,False,-0.6518032550811768,6,True,1.3098598718643188,6,True,3.0831298828125,0.6524771451950073,0.6082474589347839
dir_A,V21_CORRECT_V22_WRONG,public,541,6,Neutral,True,False,4,False,-3.3175878524780273,4,False,-1.8802061080932617,6,True,2.741654634475708,6,True,2.033918619155884,0.6754508018493652,0.4008854031562805
dir_A,V21_CORRECT_V22_WRONG,public,570,0,Angry,True,True,6,False,-1.526832103729248,6,False,-0.5698124170303345,0,True,2.970205068588257,0,True,1.101912260055542,0.4910075068473816,0.5552933812141418
dir_A,V21_CORRECT_V22_WRONG,public,573,0,Angry,True,True,6,False,-1.0189452171325684,0,True,0.19392216205596924,0,True,2.4780309200286865,0,True,3.3538870811462402,0.5019580125808716,0.5381921529769897
dir_A,V21_CORRECT_V22_WRONG,public,578,2,Fear,True,True,6,False,-0.09465718269348145,4,False,-1.1751569509506226,2,True,1.0724809169769287,2,True,0.7812279462814331,0.630055844783783,0.5713543891906738
dir_A,V21_CORRECT_V22_WRONG,public,614,5,Surprise,True,True,2,False,-1.1143484115600586,2,False,-2.1597042083740234,5,True,1.0187723636627197,5,True,2.194643974304199,0.5653259754180908,0.4142637848854065
dir_A,V21_CORRECT_V22_WRONG,public,635,0,Angry,True,True,2,False,-2.2192909717559814,4,False,-1.4882937669754028,0,True,2.353520154953003,0,True,1.217137336730957,0.5564436316490173,0.6439390182495117
dir_A,V21_CORRECT_V22_WRONG,public,640,2,Fear,True,True,5,False,-1.9292467832565308,5,False,-2.9709770679473877,2,True,1.8429372310638428,2,True,2.683077573776245,0.6137006878852844,0.7834995985031128
dir_A,V21_CORRECT_V22_WRONG,public,647,5,Surprise,True,True,6,False,-3.0871570110321045,6,False,-2.9812870025634766,2,False,-0.6187151670455933,5,True,2.3823530673980713,0.6200125217437744,0.16297242045402527
dir_A,V21_CORRECT_V22_WRONG,public,660,4,Sad,True,True,2,False,-1.5611391067504883,2,False,-0.6141717433929443,2,False,-1.645940899848938,4,True,1.9928715229034424,0.5330798625946045,0.5866206884384155
dir_A,V21_CORRECT_V22_WRONG,public,666,6,Neutral,True,True,2,False,-2.1017367839813232,2,False,-0.5230768918991089,6,True,0.4442399740219116,6,True,0.6721154451370239,0.6346619725227356,0.7616944313049316
dir_A,V21_CORRECT_V22_WRONG,public,677,4,Sad,True,True,0,False,-1.8199098110198975,0,False,-3.0220465660095215,4,True,4.175419330596924,4,True,2.4190785884857178,0.5244831442832947,0.5003530979156494
dir_A,V21_CORRECT_V22_WRONG,public,684,4,Sad,True,True,2,False,-2.7446138858795166,5,False,-2.7236433029174805,4,True,0.28154754638671875,4,True,2.95976185798645,0.611473560333252,0.32271748781204224
dir_A,V21_CORRECT_V22_WRONG,public,702,2,Fear,True,True,0,False,-5.417760848999023,0,False,-4.224183559417725,2,True,2.2191998958587646,2,True,1.771976351737976,0.5784339904785156,0.6128162741661072
dir_A,V21_CORRECT_V22_WRONG,public,743,6,Neutral,True,True,3,False,-4.949573040008545,3,False,-5.134720325469971,3,False,-0.4210662841796875,6,True,0.37620866298675537,0.6840850114822388,0.5560157299041748
dir_A,V21_CORRECT_V22_WRONG,public,750,3,Happy,True,True,4,False,-5.390515327453613,4,False,-4.055489540100098,4,False,-0.26902228593826294,3,True,1.3370360136032104,0.5036085247993469,0.25755196809768677
dir_A,V21_CORRECT_V22_WRONG,public,753,2,Fear,True,True,4,False,-0.5407789945602417,4,False,-1.337881326675415,2,True,0.6597350835800171,4,False,-0.015241146087646484,0.5632750988006592,0.6010109186172485
dir_A,V21_CORRECT_V22_WRONG,public,768,0,Angry,True,True,6,False,-4.345749378204346,6,False,-2.870327949523926,2,False,-1.576371669769287,0,True,1.4537001848220825,0.5269190073013306,0.5214576721191406
dir_A,V21_CORRECT_V22_WRONG,public,772,4,Sad,True,True,2,False,-1.0374679565429688,2,False,-0.5428915023803711,4,True,0.5885519981384277,4,True,2.0394492149353027,0.5884113311767578,0.34684282541275024
dir_A,V21_CORRECT_V22_WRONG,public,780,4,Sad,True,True,3,False,-3.8156025409698486,0,False,-3.559274196624756,4,True,4.255022048950195,4,True,4.299929618835449,0.6105955839157104,0.19665256142616272
dir_A,V21_CORRECT_V22_WRONG,public,833,5,Surprise,True,True,4,False,-3.939563512802124,4,False,-4.678438663482666,5,True,2.491781711578369,5,True,2.119959592819214,0.5598801374435425,0.33721762895584106
dir_A,V21_CORRECT_V22_WRONG,public,836,6,Neutral,True,True,4,False,-1.7046592235565186,4,False,-2.5598182678222656,4,False,-0.34781503677368164,6,True,1.68623948097229,0.5653262734413147,0.47724518179893494
dir_A,V21_CORRECT_V22_WRONG,public,844,4,Sad,True,True,6,False,-4.680078506469727,6,False,-2.589634418487549,6,False,-0.1381092071533203,4,True,0.9764201641082764,0.5343012809753418,0.4678313732147217
dir_A,V21_CORRECT_V22_WRONG,public,850,6,Neutral,True,True,4,False,-1.3347747325897217,4,False,-1.7215261459350586,6,True,1.8416247367858887,6,True,1.9515970945358276,0.6409732103347778,0.36578169465065
dir_A,V21_CORRECT_V22_WRONG,public,858,2,Fear,True,True,6,False,-1.6839735507965088,6,False,-1.649430274963379,2,True,1.2611279487609863,2,True,0.37344515323638916,0.6011025309562683,0.7621009945869446
dir_A,V21_CORRECT_V22_WRONG,public,867,4,Sad,True,True,0,False,-3.4655520915985107,0,False,-2.215777635574341,2,False,-0.5128400325775146,4,True,2.0999221801757812,0.54865562915802,0.5231942534446716
dir_A,V21_CORRECT_V22_WRONG,public,874,4,Sad,True,True,6,False,-2.620577096939087,0,False,-1.155972957611084,0,False,-0.6917809247970581,4,True,0.6036887168884277,0.6480541229248047,0.6186940670013428
dir_A,V21_CORRECT_V22_WRONG,public,876,4,Sad,True,True,6,False,-0.3495216369628906,6,False,-2.050985097885132,4,True,4.262333393096924,4,True,4.527054786682129,0.5899989008903503,0.435249388217926
dir_A,V21_CORRECT_V22_WRONG,public,892,6,Neutral,True,True,4,False,-2.0740013122558594,4,False,-2.4936091899871826,6,True,0.910067081451416,6,True,3.1591711044311523,0.5436725616455078,0.5033571720123291
dir_A,V21_CORRECT_V22_WRONG,public,902,2,Fear,True,True,5,False,-5.060973644256592,5,False,-4.140351295471191,2,True,0.4747171401977539,2,True,0.2729980945587158,0.7130452394485474,0.7091267108917236
dir_A,V21_CORRECT_V22_WRONG,public,915,6,Neutral,True,True,3,False,-4.514202117919922,3,False,-1.8105030059814453,6,True,1.8211852312088013,6,True,3.202893018722534,0.57913738489151,0.36780112981796265
dir_A,V21_CORRECT_V22_WRONG,public,919,4,Sad,True,True,6,False,-2.6964826583862305,4,True,1.7576825618743896,6,False,-0.4217984676361084,4,True,1.2946665287017822,0.46806856989860535,0.7811355590820312
dir_A,V21_CORRECT_V22_WRONG,public,927,6,Neutral,True,True,4,False,-3.9210636615753174,4,False,-3.120297908782959,6,True,0.5422420501708984,6,True,0.772768497467041,0.6894259452819824,0.639830470085144
dir_A,V21_CORRECT_V22_WRONG,public,932,5,Surprise,True,True,2,False,-4.667847633361816,2,False,-2.9245760440826416,5,True,3.150247573852539,5,True,4.523590564727783,0.6565109491348267,0.20452526211738586
dir_A,V21_CORRECT_V22_WRONG,public,934,3,Happy,True,False,0,False,-3.329394578933716,0,False,-3.560511350631714,4,False,-0.63388991355896,3,True,1.6079314947128296,0.6390466094017029,0.414020836353302
dir_A,V21_CORRECT_V22_WRONG,public,944,0,Angry,True,True,6,False,-3.368587017059326,6,False,-1.4044612646102905,0,True,0.7168248891830444,4,False,-0.748866081237793,0.46084752678871155,0.18853908777236938
dir_A,V21_CORRECT_V22_WRONG,public,945,4,Sad,True,True,2,False,-1.484144926071167,2,False,-0.11240875720977783,2,False,-1.222472071647644,4,True,1.4290571212768555,0.5396620035171509,0.705565333366394
dir_A,V21_CORRECT_V22_WRONG,public,947,6,Neutral,True,True,4,False,-4.946173667907715,4,False,-2.5519065856933594,4,False,-1.1993329524993896,6,True,1.222590446472168,0.6530510783195496,0.2978883385658264
dir_A,V21_CORRECT_V22_WRONG,public,974,6,Neutral,True,True,4,False,-2.0708584785461426,0,False,-2.087189197540283,6,True,4.14411735534668,6,True,3.9949655532836914,0.7113286852836609,0.38248103857040405
dir_A,V21_CORRECT_V22_WRONG,public,992,2,Fear,True,True,4,False,-1.822706937789917,4,False,-2.5463461875915527,2,True,4.171738624572754,2,True,2.6033754348754883,0.4047698974609375,0.20494136214256287
dir_A,V21_CORRECT_V22_WRONG,public,998,3,Happy,True,True,6,False,-3.1085519790649414,6,False,-2.5631017684936523,3,True,2.522339344024658,3,True,3.086477518081665,0.703456461429596,0.3122761845588684
dir_A,V21_CORRECT_V22_WRONG,public,1001,4,Sad,True,True,6,False,-2.5567193031311035,6,False,-1.810671091079712,2,False,-0.0042002201080322266,4,True,1.1520663499832153,0.43754443526268005,0.4222681224346161
dir_A,V21_CORRECT_V22_WRONG,public,1002,6,Neutral,True,True,3,False,-3.5864381790161133,3,False,-3.951385974884033,4,False,-0.2825765609741211,6,True,1.7967863082885742,0.5986339449882507,0.16307827830314636
dir_A,V21_CORRECT_V22_WRONG,public,1006,4,Sad,True,True,0,False,-2.050018072128296,0,False,-1.6808098554611206,4,True,1.5411157608032227,4,True,1.0743694305419922,0.5748193264007568,0.5396076440811157
dir_A,V21_CORRECT_V22_WRONG,public,1031,3,Happy,True,True,0,False,-2.1763782501220703,0,False,-3.7501115798950195,3,True,1.0677475929260254,3,True,1.4941704273223877,0.7362280488014221,0.5560543537139893
dir_A,V21_CORRECT_V22_WRONG,public,1041,6,Neutral,True,True,2,False,-0.8278683423995972,6,True,0.6831319332122803,6,True,0.32068395614624023,6,True,1.2859599590301514,0.6552175283432007,0.8432669639587402
dir_A,V21_CORRECT_V22_WRONG,public,1049,6,Neutral,True,True,0,False,-0.4608856439590454,2,False,-0.22419893741607666,6,True,1.612492561340332,6,True,2.685751438140869,0.6127591133117676,0.6025528907775879
dir_A,V21_CORRECT_V22_WRONG,public,1051,6,Neutral,True,True,3,False,-3.9282071590423584,3,False,-4.355484962463379,6,True,1.2718124389648438,6,True,1.3170664310455322,0.49465230107307434,0.465641587972641
dir_A,V21_CORRECT_V22_WRONG,public,1071,4,Sad,True,True,0,False,-1.698693037033081,4,True,0.29674315452575684,4,True,0.022719979286193848,0,False,-0.43861687183380127,0.5692347288131714,0.677080512046814
dir_A,V21_CORRECT_V22_WRONG,public,1072,4,Sad,True,True,0,False,-0.9768859148025513,0,False,-3.031982898712158,0,False,-1.4893555641174316,4,True,1.0987396240234375,0.4517967700958252,0.3516714572906494
dir_A,V21_CORRECT_V22_WRONG,public,1084,2,Fear,True,True,0,False,-4.5879669189453125,0,False,-2.804203748703003,2,True,0.8257473707199097,2,True,0.8206543922424316,0.43230876326560974,0.540215015411377
dir_A,V21_CORRECT_V22_WRONG,public,1089,5,Surprise,True,True,3,False,-3.3134589195251465,3,False,-2.982283592224121,2,False,-0.011367321014404297,5,True,1.1773453950881958,0.40421485900878906,0.47532081604003906
dir_A,V21_CORRECT_V22_WRONG,public,1100,6,Neutral,True,True,0,False,-1.5790159702301025,0,False,-1.7105791568756104,2,False,-2.3674633502960205,0,False,-0.42150700092315674,0.4795432388782501,0.7301273345947266
dir_A,V21_CORRECT_V22_WRONG,public,1113,6,Neutral,True,True,4,False,-4.5525360107421875,4,False,-4.409145355224609,6,True,0.2596261501312256,6,True,2.651275157928467,0.5998520851135254,0.5368204712867737
dir_A,V21_CORRECT_V22_WRONG,public,1114,5,Surprise,True,True,0,False,-2.3770644664764404,5,True,0.7780677080154419,5,True,3.7438464164733887,5,True,3.0638267993927,0.571418285369873,0.6401104927062988
dir_A,V21_CORRECT_V22_WRONG,public,1136,5,Surprise,True,True,2,False,-4.196166515350342,2,False,-2.666978359222412,5,True,1.460885763168335,5,True,2.592142105102539,0.6170879602432251,0.6068621873855591
dir_A,V21_CORRECT_V22_WRONG,public,1137,2,Fear,True,True,4,False,-3.0776901245117188,4,False,-3.5070714950561523,2,True,3.393232583999634,2,True,1.5367839336395264,0.549156665802002,0.3008778691291809
dir_A,V21_CORRECT_V22_WRONG,public,1174,2,Fear,True,True,3,False,-5.2823486328125,3,False,-3.1941797733306885,2,True,3.5298564434051514,6,False,-0.4758497476577759,0.4092448651790619,0.405198872089386
dir_A,V21_CORRECT_V22_WRONG,public,1176,6,Neutral,True,True,4,False,-4.062735080718994,4,False,-4.004970550537109,6,True,1.407170295715332,6,True,1.6681863069534302,0.6531504392623901,0.606450080871582
dir_A,V21_CORRECT_V22_WRONG,public,1181,6,Neutral,True,True,3,False,-0.2111644744873047,3,False,-0.9626703262329102,2,False,-0.7974534630775452,6,True,2.267768144607544,0.38936424255371094,0.5597329139709473
dir_A,V21_CORRECT_V22_WRONG,public,1191,4,Sad,True,True,3,False,-2.866335391998291,3,False,-3.150231122970581,4,True,1.688488245010376,4,True,1.7103159427642822,0.5632429122924805,0.36698904633522034
dir_A,V21_CORRECT_V22_WRONG,public,1194,3,Happy,True,True,2,False,-4.409131050109863,0,False,-4.768302917480469,3,True,3.9119763374328613,3,True,4.6691131591796875,0.7264189720153809,0.05840132385492325
dir_A,V21_CORRECT_V22_WRONG,public,1197,2,Fear,True,True,4,False,-2.9136102199554443,4,False,-3.5334079265594482,2,True,1.936875820159912,4,False,-0.929081916809082,0.5302480459213257,0.6757467985153198
dir_A,V21_CORRECT_V22_WRONG,public,1204,6,Neutral,True,True,4,False,-3.2979953289031982,4,False,-1.8119502067565918,6,True,0.9927840232849121,6,True,1.7613885402679443,0.739611029624939,0.7253967523574829
dir_A,V21_CORRECT_V22_WRONG,public,1212,6,Neutral,True,True,4,False,-1.7034567594528198,6,True,0.2329401969909668,6,True,0.5221471786499023,6,True,0.4687933921813965,0.4806830585002899,0.38656097650527954
dir_A,V21_CORRECT_V22_WRONG,public,1225,3,Happy,True,True,2,False,-3.4137344360351562,0,False,-4.150987148284912,2,False,-1.637476921081543,3,True,1.6018155813217163,0.41413936018943787,0.3399304747581482
dir_A,V21_CORRECT_V22_WRONG,public,1245,5,Surprise,True,True,3,False,-0.1944904327392578,3,False,-0.6699929237365723,5,True,3.434203624725342,5,True,2.85477352142334,0.6384983658790588,0.7630051970481873
dir_A,V21_CORRECT_V22_WRONG,public,1253,0,Angry,True,True,2,False,-1.0484669208526611,2,False,-0.16645324230194092,2,False,-2.6008124351501465,0,True,0.9376927614212036,0.5537714958190918,0.793122410774231
dir_A,V21_CORRECT_V22_WRONG,public,1256,3,Happy,True,True,5,False,-2.3308262825012207,5,False,-0.7476009130477905,3,True,2.008798360824585,3,True,2.975496530532837,0.5992486476898193,0.4672313332557678
dir_A,V21_CORRECT_V22_WRONG,public,1263,4,Sad,True,True,6,False,-1.0746591091156006,6,False,-0.7475337982177734,2,False,-0.25263237953186035,4,True,0.2525935173034668,0.6031041145324707,0.8176056146621704
dir_A,V21_CORRECT_V22_WRONG,public,1277,4,Sad,True,True,6,False,-4.041849136352539,6,False,-2.2783989906311035,4,True,2.387688636779785,4,True,2.711852788925171,0.6226948499679565,0.582528829574585
dir_A,V21_CORRECT_V22_WRONG,public,1279,3,Happy,True,True,6,False,-2.8993887901306152,6,False,-1.8573112487792969,3,True,0.13614046573638916,3,True,0.2145683765411377,0.6935423612594604,0.748880922794342
dir_A,V21_CORRECT_V22_WRONG,public,1281,2,Fear,True,True,3,False,-0.05426502227783203,2,True,0.6148502826690674,2,True,3.6249587535858154,2,True,2.4691107273101807,0.602823793888092,0.43527477979660034
dir_A,V21_CORRECT_V22_WRONG,public,1323,4,Sad,True,True,2,False,-0.38368022441864014,0,False,-1.804335594177246,2,False,-1.3225958347320557,4,True,1.4794912338256836,0.5470187664031982,0.4176100492477417
dir_A,V21_CORRECT_V22_WRONG,public,1332,6,Neutral,True,True,4,False,-1.8469536304473877,4,False,-2.1017954349517822,6,True,0.20126843452453613,6,True,0.5845832824707031,0.6161197423934937,0.5850726962089539
dir_A,V21_CORRECT_V22_WRONG,public,1338,0,Angry,True,True,4,False,-1.4553074836730957,4,False,-0.5486999750137329,6,False,-1.2856557369232178,6,False,-0.09805440902709961,0.5635822415351868,0.5253558158874512
dir_A,V21_CORRECT_V22_WRONG,public,1357,0,Angry,True,True,2,False,-1.6520332098007202,0,True,0.3185915946960449,0,True,0.0791361927986145,0,True,0.4532299041748047,0.40855568647384644,0.3634754419326782
dir_A,V21_CORRECT_V22_WRONG,public,1394,6,Neutral,True,True,3,False,-0.3430464267730713,3,False,-1.5167243480682373,6,True,2.968334197998047,6,True,1.489436149597168,0.6859089136123657,0.757682204246521
dir_A,V21_CORRECT_V22_WRONG,public,1398,3,Happy,True,True,0,False,-1.1432952880859375,0,False,-2.677018880844116,3,True,4.514627456665039,3,True,4.3696699142456055,0.7490023374557495,0.44313448667526245
dir_A,V21_CORRECT_V22_WRONG,public,1415,2,Fear,True,True,4,False,-3.240610122680664,4,False,-1.321070671081543,2,True,2.2248525619506836,4,False,-0.26749444007873535,0.5105100870132446,0.6551513075828552
dir_A,V21_CORRECT_V22_WRONG,public,1419,0,Angry,True,True,6,False,-2.1859025955200195,6,False,-0.7883144617080688,0,True,0.4650458097457886,0,True,0.5774490833282471,0.6351832747459412,0.5833785533905029
dir_A,V21_CORRECT_V22_WRONG,public,1421,4,Sad,True,True,6,False,-1.5573128461837769,6,False,-1.887923240661621,4,True,2.7300832271575928,4,True,2.6176230907440186,0.557964563369751,0.5733329653739929
dir_A,V21_CORRECT_V22_WRONG,public,1422,3,Happy,True,True,6,False,-2.9433391094207764,4,False,-1.9183064699172974,3,True,0.19226503372192383,3,True,3.0643789768218994,0.6469106674194336,0.44061464071273804
dir_A,V21_CORRECT_V22_WRONG,public,1439,6,Neutral,True,True,3,False,-1.7249228954315186,3,False,-2.4768576622009277,6,True,2.021620750427246,6,True,2.483607292175293,0.7027215957641602,0.7152172923088074
dir_A,V21_CORRECT_V22_WRONG,public,1445,4,Sad,True,True,6,False,-4.8626389503479,6,False,-4.043684959411621,4,True,1.1945271492004395,6,False,-0.9761263132095337,0.5652693510055542,0.548548698425293
dir_A,V21_CORRECT_V22_WRONG,public,1465,5,Surprise,True,True,3,False,-0.2968456745147705,3,False,-1.3828396797180176,5,True,0.905264139175415,3,False,-0.08310115337371826,0.6064949631690979,0.8100396394729614
dir_A,V21_CORRECT_V22_WRONG,public,1485,0,Angry,True,True,5,False,-4.77778959274292,5,False,-3.906527519226074,0,True,2.824664831161499,0,True,2.605095148086548,0.528636634349823,0.3092067837715149
dir_A,V21_CORRECT_V22_WRONG,public,1489,6,Neutral,True,True,3,False,-1.278730869293213,0,False,-0.05816495418548584,6,True,0.8232195973396301,6,True,1.426566243171692,0.49697256088256836,0.6035823225975037
dir_A,V21_CORRECT_V22_WRONG,public,1499,4,Sad,True,True,2,False,-0.32471418380737305,2,False,-0.1564035415649414,2,False,-0.34598255157470703,4,True,1.3991429805755615,0.6467849016189575,0.775677502155304
dir_A,V21_CORRECT_V22_WRONG,public,1505,4,Sad,True,True,6,False,-2.2484312057495117,6,False,-1.5952754020690918,4,True,0.4671117067337036,4,True,2.1520001888275146,0.4178522527217865,0.2923653721809387
dir_A,V21_CORRECT_V22_WRONG,public,1510,4,Sad,True,True,2,False,-1.041847825050354,0,False,-0.342315673828125,4,True,0.065407395362854,0,False,-0.2830202579498291,0.49112311005592346,0.7636514902114868
